CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S1 0.976938 S1 0.000000 0.875405 0.124595 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0384.JPG 0.976938 0.000001 0.000005 0.000047 0.000006 0.008353 0.000028 0.000003 0.000002 0.000010 0.000032 0.000204 0.000023 0.000005 0.000002 0.000006 0.000015 0.000032 0.014197 0.000005 0.000088
S1 0.992963 S1 0.000000 0.970691 0.029309 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0385.JPG 0.992963 0.000003 0.000002 0.000596 0.000000 0.000068 0.000073 0.000004 0.000040 0.000056 0.000002 0.000018 0.000504 0.000001 0.000002 0.000001 0.000004 0.000032 0.005627 0.000002 0.000001
S1 0.997489 S1 0.000000 0.930624 0.069376 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0386.JPG 0.997489 0.000000 0.000000 0.000091 0.000000 0.000006 0.000017 0.000000 0.000004 0.000005 0.000001 0.000007 0.000085 0.000000 0.000000 0.000000 0.000001 0.000011 0.002280 0.000000 0.000001
S1 0.959278 S1 0.000000 0.933703 0.066297 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0387.JPG 0.959278 0.000001 0.000004 0.000043 0.000005 0.006127 0.000030 0.000003 0.000003 0.000019 0.000035 0.000257 0.000016 0.000006 0.000002 0.000004 0.000011 0.000030 0.034046 0.000004 0.000076
S1 0.991162 S1 0.000000 0.980751 0.019249 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0388.JPG 0.991162 0.000004 0.000003 0.000654 0.000000 0.000092 0.000114 0.000005 0.000052 0.000073 0.000003 0.000021 0.000610 0.000002 0.000003 0.000002 0.000006 0.000043 0.007146 0.000003 0.000002
S1 0.990385 S1 0.000000 0.988642 0.011358 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0389.JPG 0.990385 0.000002 0.000002 0.000228 0.000000 0.000040 0.000104 0.000002 0.000020 0.000027 0.000003 0.000013 0.000240 0.000003 0.000001 0.000001 0.000004 0.000042 0.008879 0.000002 0.000002
S1 0.982482 S1 0.000000 0.998930 0.001070 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0390.JPG 0.982482 0.000000 0.000002 0.000012 0.000001 0.000136 0.000006 0.000001 0.000000 0.000001 0.000003 0.000071 0.000004 0.000001 0.000000 0.000001 0.000002 0.000010 0.017247 0.000001 0.000019
S1 0.999802 S1 0.000000 0.879015 0.120985 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0391.JPG 0.999802 0.000000 0.000000 0.000010 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000006 0.000008 0.000000 0.000000 0.000000 0.000000 0.000001 0.000172 0.000000 0.000001
S1 0.999708 S1 0.000000 0.884488 0.115512 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0392.JPG 0.999708 0.000000 0.000000 0.000009 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000006 0.000008 0.000000 0.000000 0.000000 0.000000 0.000001 0.000265 0.000000 0.000000
S1 0.986022 S1 0.000000 0.984692 0.015308 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0393.JPG 0.986022 0.000000 0.000029 0.000043 0.000002 0.002757 0.000014 0.000001 0.000001 0.000008 0.000060 0.000166 0.000012 0.000001 0.000001 0.000002 0.000004 0.000016 0.010802 0.000005 0.000052
S1 0.997927 S1 0.000000 0.915926 0.084074 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0394.JPG 0.997927 0.000000 0.000000 0.000239 0.000000 0.000011 0.000013 0.000001 0.000006 0.000012 0.000000 0.000009 0.000136 0.000000 0.000000 0.000000 0.000001 0.000007 0.001634 0.000000 0.000001
S1 0.998650 S1 0.000000 0.892693 0.107307 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0395.JPG 0.998650 0.000000 0.000000 0.000077 0.000000 0.000004 0.000007 0.000000 0.000002 0.000003 0.000000 0.000008 0.000045 0.000000 0.000000 0.000000 0.000001 0.000006 0.001197 0.000000 0.000001
S1 0.996923 S1 0.000000 0.931413 0.068587 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0396.JPG 0.996923 0.000000 0.000000 0.000007 0.000000 0.000003 0.000002 0.000000 0.000000 0.000000 0.000000 0.000016 0.000003 0.000000 0.000000 0.000000 0.000000 0.000005 0.003037 0.000000 0.000003
S1 0.999343 S1 0.000000 0.892540 0.107460 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0397.JPG 0.999343 0.000000 0.000000 0.000042 0.000000 0.000001 0.000002 0.000000 0.000001 0.000001 0.000000 0.000007 0.000030 0.000000 0.000000 0.000000 0.000000 0.000002 0.000569 0.000000 0.000000
