CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S1 0.998278 S1 0.800000 0.717395 0.717432 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0384.JPG 0.998278 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000376 0.000000 0.000000 0.000000 0.000000 0.000000 0.000680 0.000564 0.000086 0.000000 0.000013
S1 0.899555 S1 0.800000 0.976771 0.983440 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0385.JPG 0.899555 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.100432 0.000011 0.000002 0.000000 0.000000
S1 0.882590 S1 0.000000 0.998966 0.001034 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0386.JPG 0.882590 0.000000 0.000000 0.000302 0.000000 0.000064 0.000001 0.000000 0.000000 0.000001 0.000000 0.000000 0.000010 0.000000 0.000000 0.000009 0.000253 0.116133 0.000597 0.000039 0.000000
S1 0.998970 S1 0.800000 0.714871 0.714908 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0387.JPG 0.998970 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000035 0.000959 0.000034 0.000000 0.000000
S1 0.998928 S1 0.800000 0.711288 0.711324 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0388.JPG 0.998928 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000009 0.001059 0.000003 0.000000 0.000000
S1 0.785331 S1 0.000000 0.999999 0.000001 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0389.JPG 0.785331 0.000000 0.000000 0.000248 0.000000 0.000003 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000000 0.000000 0.000001 0.000002 0.214395 0.000016 0.000001 0.000000
S1 0.999133 S1 0.800000 0.715201 0.715237 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0390.JPG 0.999133 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000856 0.000005 0.000005 0.000000 0.000000
S1 0.810422 S1 0.600000 0.908382 0.932177 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0391.JPG 0.810422 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.189578 0.000000 0.000000 0.000000 0.000000
S1 0.986919 S1 0.800000 0.806471 0.806549 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0392.JPG 0.986919 0.000000 0.000000 0.000001 0.000000 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.010895 0.001896 0.000268 0.000018 0.000000
S1 0.997704 S1 0.800000 0.719567 0.719604 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0393.JPG 0.997704 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000003 0.000000 0.000000 0.000000 0.000000 0.000000 0.001398 0.000065 0.000829 0.000000 0.000000
