CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S1 0.999815 S1 0.800000 0.999951 0.999951 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0384.JPG 0.999815 0.000000 0.000001 0.000000 0.000001 0.000025 0.000006 0.000026 0.000006 0.000009 0.000077 0.000001 0.000001 0.000004 0.000001 0.000001 0.000005 0.000002 0.000008 0.000005 0.000008
S1 0.999895 S1 0.800000 0.999951 0.999951 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0385.JPG 0.999895 0.000000 0.000000 0.000000 0.000001 0.000032 0.000001 0.000003 0.000002 0.000001 0.000031 0.000000 0.000000 0.000001 0.000000 0.000000 0.000013 0.000001 0.000004 0.000003 0.000012
S1 0.999975 S1 0.800000 0.999951 0.999951 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0386.JPG 0.999975 0.000000 0.000000 0.000000 0.000000 0.000005 0.000000 0.000004 0.000000 0.000000 0.000010 0.000000 0.000000 0.000001 0.000000 0.000000 0.000002 0.000000 0.000001 0.000000 0.000001
S1 0.999932 S1 0.800000 0.999951 0.999951 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0387.JPG 0.999932 0.000000 0.000000 0.000000 0.000000 0.000016 0.000001 0.000003 0.000001 0.000001 0.000033 0.000000 0.000000 0.000001 0.000000 0.000000 0.000003 0.000001 0.000001 0.000002 0.000005
S1 0.999862 S1 0.800000 0.999952 0.999952 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0388.JPG 0.999862 0.000000 0.000000 0.000000 0.000000 0.000052 0.000000 0.000000 0.000000 0.000000 0.000035 0.000000 0.000000 0.000000 0.000000 0.000000 0.000025 0.000000 0.000001 0.000002 0.000022
S1 0.999977 S1 0.800000 0.999951 0.999951 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0389.JPG 0.999977 0.000000 0.000000 0.000000 0.000000 0.000005 0.000000 0.000000 0.000000 0.000000 0.000012 0.000000 0.000000 0.000000 0.000000 0.000000 0.000003 0.000000 0.000000 0.000000 0.000002
S1 0.999957 S1 0.800000 0.999951 0.999951 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0390.JPG 0.999957 0.000000 0.000000 0.000000 0.000000 0.000002 0.000001 0.000018 0.000001 0.000005 0.000010 0.000000 0.000000 0.000001 0.000000 0.000000 0.000001 0.000001 0.000001 0.000001 0.000001
S1 0.999982 S1 0.800000 0.999951 0.999951 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0391.JPG 0.999982 0.000000 0.000000 0.000000 0.000000 0.000002 0.000000 0.000002 0.000000 0.000000 0.000004 0.000000 0.000000 0.000000 0.000000 0.000000 0.000005 0.000000 0.000000 0.000001 0.000002
S1 0.999994 S1 0.800000 0.999951 0.999951 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0392.JPG 0.999994 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000002 0.000000 0.000000 0.000002 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
S1 0.999742 S1 0.800000 0.999951 0.999951 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0393.JPG 0.999742 0.000000 0.000000 0.000000 0.000001 0.000014 0.000020 0.000117 0.000009 0.000040 0.000022 0.000001 0.000001 0.000007 0.000004 0.000001 0.000002 0.000003 0.000008 0.000002 0.000004
S1 0.999753 S1 0.800000 0.999951 0.999951 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0394.JPG 0.999753 0.000000 0.000000 0.000001 0.000003 0.000031 0.000010 0.000066 0.000011 0.000018 0.000027 0.000002 0.000003 0.000008 0.000003 0.000002 0.000012 0.000011 0.000021 0.000006 0.000011
