CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S1 0.999972 S1 1.000000 0.999600 0.999601 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0384.JPG 0.999972 0.000000 0.000000 0.000000 0.000003 0.000003 0.000001 0.000001 0.000001 0.000000 0.000005 0.000001 0.000001 0.000000 0.000001 0.000001 0.000002 0.000001 0.000006 0.000000 0.000001
S1 0.999964 S1 1.000000 0.999602 0.999603 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0385.JPG 0.999964 0.000000 0.000000 0.000000 0.000012 0.000002 0.000001 0.000001 0.000001 0.000000 0.000003 0.000001 0.000001 0.000001 0.000001 0.000001 0.000003 0.000001 0.000008 0.000001 0.000001
S1 0.999962 S1 1.000000 0.999599 0.999600 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0386.JPG 0.999962 0.000000 0.000000 0.000000 0.000002 0.000001 0.000000 0.000001 0.000001 0.000000 0.000004 0.000000 0.000001 0.000003 0.000001 0.000001 0.000002 0.000002 0.000018 0.000000 0.000001
S1 0.999974 S1 1.000000 0.999600 0.999602 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0387.JPG 0.999974 0.000000 0.000000 0.000000 0.000005 0.000003 0.000001 0.000001 0.000001 0.000000 0.000005 0.000001 0.000001 0.000000 0.000001 0.000001 0.000002 0.000001 0.000005 0.000000 0.000001
S1 0.999946 S1 1.000000 0.999597 0.999598 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0388.JPG 0.999946 0.000000 0.000000 0.000000 0.000019 0.000010 0.000000 0.000001 0.000001 0.000000 0.000004 0.000000 0.000001 0.000001 0.000001 0.000001 0.000002 0.000001 0.000010 0.000001 0.000000
S1 0.999964 S1 1.000000 0.999600 0.999601 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0389.JPG 0.999964 0.000000 0.000000 0.000000 0.000004 0.000002 0.000000 0.000001 0.000001 0.000000 0.000004 0.000000 0.000001 0.000002 0.000001 0.000001 0.000002 0.000001 0.000014 0.000000 0.000001
S1 0.999979 S1 1.000000 0.999602 0.999604 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0390.JPG 0.999979 0.000000 0.000000 0.000000 0.000002 0.000003 0.000000 0.000001 0.000001 0.000000 0.000003 0.000000 0.000001 0.000000 0.000000 0.000000 0.000001 0.000000 0.000005 0.000000 0.000000
S1 0.999963 S1 1.000000 0.999603 0.999604 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0391.JPG 0.999963 0.000000 0.000000 0.000000 0.000016 0.000002 0.000001 0.000001 0.000001 0.000000 0.000003 0.000001 0.000001 0.000000 0.000001 0.000000 0.000003 0.000001 0.000006 0.000001 0.000000
S1 0.999964 S1 1.000000 0.999599 0.999600 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0392.JPG 0.999964 0.000000 0.000000 0.000000 0.000003 0.000002 0.000000 0.000001 0.000001 0.000000 0.000003 0.000000 0.000001 0.000002 0.000001 0.000000 0.000002 0.000001 0.000017 0.000000 0.000001
S1 0.999749 S1 1.000000 0.999606 0.999607 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0393.JPG 0.999749 0.000001 0.000002 0.000004 0.000013 0.000015 0.000007 0.000005 0.000010 0.000002 0.000055 0.000005 0.000003 0.000002 0.000009 0.000005 0.000010 0.000004 0.000091 0.000002 0.000007
