CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S1 0.454924 S1 0.000000 0.983442 0.016558 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0384.JPG 0.454924 0.026545 0.003428 0.003744 0.027115 0.000776 0.001041 0.002510 0.003811 0.093893 0.001840 0.000234 0.021401 0.064895 0.007521 0.019145 0.253252 0.002755 0.006064 0.004111 0.000995
S1 0.948737 S1 0.800000 0.627464 0.627467 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0385.JPG 0.948737 0.000012 0.000000 0.000013 0.000041 0.000001 0.000003 0.000007 0.000424 0.005848 0.000008 0.000002 0.000244 0.000032 0.006003 0.001496 0.006174 0.010117 0.002988 0.000035 0.017817
S1 0.809618 S1 0.000000 0.999961 0.000039 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0386.JPG 0.809618 0.000001 0.000000 0.000000 0.000002 0.000000 0.000000 0.000000 0.000015 0.000732 0.000000 0.000000 0.000009 0.000000 0.002057 0.000329 0.186572 0.000039 0.000038 0.000001 0.000586
S1 0.526837 S1 0.000000 0.996836 0.003164 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0387.JPG 0.526837 0.024156 0.006776 0.002193 0.077434 0.000291 0.000135 0.009357 0.007680 0.029633 0.006244 0.000661 0.004853 0.025018 0.002445 0.017468 0.249521 0.002062 0.003379 0.001478 0.002382
S1 0.898071 S1 0.000000 0.994224 0.005776 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0388.JPG 0.898071 0.000011 0.000000 0.000080 0.000073 0.000002 0.000004 0.000007 0.000468 0.008826 0.000008 0.000002 0.000310 0.000039 0.044829 0.001707 0.004289 0.012969 0.002241 0.000048 0.026018
S1 0.750923 S1 0.000000 1.000000 0.000000 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0389.JPG 0.750923 0.000001 0.000000 0.000001 0.000002 0.000000 0.000000 0.000000 0.000024 0.001717 0.000000 0.000000 0.000019 0.000001 0.219876 0.000445 0.026307 0.000087 0.000074 0.000002 0.000519
S1 0.562616 S1 0.000000 0.997437 0.002563 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0390.JPG 0.562616 0.018252 0.004064 0.000750 0.052252 0.000253 0.000095 0.010911 0.015872 0.030824 0.009089 0.000557 0.002714 0.018384 0.002503 0.010799 0.252360 0.002038 0.002193 0.001507 0.001970
S1 0.936826 S1 0.000000 0.977274 0.022726 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0391.JPG 0.936826 0.000001 0.000000 0.000018 0.000018 0.000000 0.000000 0.000001 0.000063 0.000511 0.000001 0.000000 0.000024 0.000002 0.028886 0.000379 0.001595 0.000389 0.000098 0.000002 0.031187
S1 0.796186 S1 0.000000 0.999992 0.000008 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0392.JPG 0.796186 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000003 0.000055 0.000000 0.000000 0.000001 0.000000 0.054711 0.000090 0.146439 0.000005 0.000002 0.000000 0.002507
S1 0.502395 S1 0.000000 0.747851 0.252149 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0393.JPG 0.502395 0.030661 0.002728 0.004102 0.026630 0.000532 0.001009 0.001544 0.001719 0.046469 0.001004 0.000136 0.039839 0.061043 0.007288 0.013066 0.251171 0.002262 0.002118 0.003729 0.000553
S1 0.967886 S1 0.000000 0.839849 0.160151 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0394.JPG 0.967886 0.000000 0.000000 0.000012 0.000010 0.000000 0.000000 0.000000 0.000021 0.000180 0.000000 0.000000 0.000010 0.000001 0.014096 0.000182 0.001946 0.000120 0.000014 0.000000 0.015520
S1 0.769088 S1 0.000000 0.999999 0.000001 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0395.JPG 0.769088 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000001 0.000013 0.000000 0.000000 0.000000 0.000000 0.000062 0.000037 0.230745 0.000001 0.000000 0.000000 0.000053
S1 0.728812 S1 0.000000 1.000000 0.000000 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0396.JPG 0.728812 0.000003 0.000000 0.000001 0.000005 0.000002 0.000015 0.000003 0.000125 0.018215 0.000001 0.000001 0.000100 0.000012 0.000001 0.001123 0.250466 0.000680 0.000414 0.000020 0.000002
S1 0.955246 S1 0.800000 0.757196 0.757198 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0397.JPG 0.955246 0.000011 0.000000 0.000010 0.000030 0.000001 0.000003 0.000008 0.000583 0.008231 0.000008 0.000002 0.000242 0.000029 0.000996 0.001391 0.010398 0.014246 0.002659 0.000039 0.005865
