CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName S1 S10 S11 S12 S13 S14 S15 S16 S17 S18 S19 S2 S20 S21 S3 S4 S5 S6 S7 S8 S9
S1 0.999978 S1 0.888889 0.997079 0.997079 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0384.JPG 0.999978 0.000000 0.000000 0.000000 0.000004 0.000004 0.000000 0.000000 0.000000 0.000000 0.000006 0.000000 0.000001 0.000000 0.000001 0.000000 0.000001 0.000000 0.000002 0.000000 0.000001
S1 0.999953 S1 0.888889 0.997075 0.997075 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0385.JPG 0.999953 0.000000 0.000000 0.000000 0.000023 0.000004 0.000001 0.000001 0.000001 0.000000 0.000005 0.000001 0.000001 0.000000 0.000001 0.000001 0.000003 0.000000 0.000004 0.000000 0.000001
S1 0.999976 S1 0.888889 0.997081 0.997081 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0386.JPG 0.999976 0.000000 0.000000 0.000000 0.000004 0.000002 0.000001 0.000001 0.000001 0.000000 0.000004 0.000001 0.000001 0.000000 0.000001 0.000001 0.000002 0.000001 0.000004 0.000000 0.000001
S1 0.999978 S1 0.888889 0.997067 0.997067 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0387.JPG 0.999978 0.000000 0.000000 0.000000 0.000008 0.000002 0.000000 0.000000 0.000000 0.000000 0.000005 0.000000 0.000001 0.000000 0.000000 0.000000 0.000001 0.000000 0.000002 0.000000 0.000000
S1 0.999944 S1 0.888889 0.997008 0.997009 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0388.JPG 0.999944 0.000000 0.000000 0.000000 0.000037 0.000003 0.000000 0.000000 0.000000 0.000000 0.000005 0.000000 0.000001 0.000000 0.000001 0.000001 0.000002 0.000001 0.000002 0.000000 0.000000
S1 0.999968 S1 0.888889 0.997074 0.997074 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0389.JPG 0.999968 0.000000 0.000001 0.000000 0.000008 0.000003 0.000000 0.000001 0.000001 0.000000 0.000004 0.000000 0.000001 0.000000 0.000000 0.000001 0.000002 0.000001 0.000006 0.000000 0.000001
S1 0.999980 S1 0.888889 0.997083 0.997083 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0390.JPG 0.999980 0.000000 0.000000 0.000000 0.000004 0.000002 0.000000 0.000000 0.000000 0.000000 0.000003 0.000000 0.000001 0.000000 0.000000 0.000000 0.000001 0.000000 0.000005 0.000000 0.000000
S1 0.999942 S1 0.888889 0.997066 0.997066 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0391.JPG 0.999942 0.000000 0.000000 0.000000 0.000031 0.000003 0.000001 0.000001 0.000001 0.000000 0.000004 0.000001 0.000001 0.000000 0.000001 0.000001 0.000004 0.000000 0.000008 0.000000 0.000000
S1 0.999961 S1 0.888889 0.997058 0.997058 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0392.JPG 0.999961 0.000000 0.000001 0.000000 0.000005 0.000002 0.000001 0.000001 0.000001 0.000000 0.000004 0.000001 0.000001 0.000000 0.000001 0.000000 0.000003 0.000001 0.000014 0.000001 0.000001
S1 0.999830 S1 0.888889 0.996974 0.996974 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0393.JPG 0.999830 0.000000 0.000002 0.000001 0.000022 0.000022 0.000003 0.000004 0.000002 0.000002 0.000081 0.000001 0.000002 0.000001 0.000005 0.000004 0.000003 0.000001 0.000011 0.000001 0.000001
S1 0.999863 S1 0.888889 0.997003 0.997003 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0394.JPG 0.999863 0.000000 0.000002 0.000000 0.000076 0.000009 0.000002 0.000002 0.000001 0.000001 0.000017 0.000001 0.000002 0.000001 0.000003 0.000003 0.000005 0.000001 0.000009 0.000000 0.000001
S1 0.999937 S1 0.888889 0.997063 0.997064 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0395.JPG 0.999937 0.000000 0.000001 0.000001 0.000019 0.000005 0.000001 0.000001 0.000001 0.000001 0.000015 0.000001 0.000001 0.000000 0.000002 0.000001 0.000003 0.000001 0.000007 0.000000 0.000001
S1 0.999974 S1 0.888889 0.997080 0.997081 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0396.JPG 0.999974 0.000000 0.000000 0.000000 0.000009 0.000002 0.000001 0.000001 0.000001 0.000000 0.000003 0.000001 0.000001 0.000000 0.000001 0.000000 0.000002 0.000000 0.000002 0.000000 0.000001
S1 0.999960 S1 0.888889 0.997045 0.997045 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0397.JPG 0.999960 0.000000 0.000001 0.000000 0.000019 0.000002 0.000001 0.000001 0.000001 0.000000 0.000004 0.000001 0.000001 0.000000 0.000001 0.000001 0.000004 0.000001 0.000003 0.000000 0.000001
S1 0.999975 S1 0.888889 0.997078 0.997078 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0398.JPG 0.999975 0.000000 0.000001 0.000000 0.000004 0.000002 0.000001 0.000001 0.000001 0.000000 0.000003 0.000001 0.000001 0.000000 0.000001 0.000001 0.000003 0.000001 0.000004 0.000000 0.000001
S1 0.999967 S1 0.888889 0.997051 0.997051 /home/sielicki/data/BC2_1072x712/S1/S1GL1/DSC_0399.JPG 0.999967 0.000000 0.000000 0.000000 0.000015 0.000002 0.000000 0.000001 0.000000 0.000000 0.000008 0.000000 0.000001 0.000000 0.000001 0.000001 0.000001 0.000000 0.000002 0.000000 0.000000
